Q380,Q169,Q259,Q355,Q112,Q98,Q1,Q55,Q424,Q385,Q78,Q194,Q273,Q256,Q216,Q279,Q245,Q496,Q495,Q321,Q99,Q233,Q488,Q258,Q174,Q314,Q57,Q359,Q198,Q101,Q64,Q105,Q72,Q457,Q3,Q476,Q37,Q20,Q229,Q261,Q347,Q466,Q368,Q7,Q405,Q83,Q465,Q485,Q378,Q286,Q416,Q231,Q232,Q223,Q215,Q334,Q316,Q135,Q218,Q104,Q263,Q335,Q177,Q238,Q87,Q61,Q26,Q451,Q325,Q230,Q45,Q293,Q404,Q246,Q257,Q338,Q358,Q160,Q213,Q69,Q15,Q289,Q267,Q474,Q462,Q326,Q448,Q157,Q219,Q93,Q137,Q363,Q119,Q374,Q412,Q417,Q161,Q8,Q478,Q164,Q200,Q147,Q162,Q336,Q435,Q111,Q89,Q272,Q353,Q40,Q66,Q351,Q65,Q235,Q377,Q323,Q479,Q348,Q418,Q382,Q469,Q155,Q455,Q453,Q409,Q29,Q333,Q143,Q127,Q239,Q362,Q429,Q387,Q33,Q47,Q470,Q158,Q369,Q5,Q128,Q50,Q217,Q247,Q473,Q262,Q301,Q38,Q234,Q332,Q133,Q252,Q208,Q210,Q4,Q266,Q179,Q110,Q207,Q123,Q260,Q294,Q129,Q170,Q192,Q84,Q17,Q226,Q341,Q284,Q329,Q297,Q401,Q443,Q131,Q187,Q313,Q52,Q236,Q62,Q97,Q251,Q30,Q140,Q46,Q82,Q271,Q287,Q447,Q268,Q317,Q366,Q254,Q398,Q126,Q383,Q379,Q44,Q388,Q175,Q331,Q394,Q11,Q302,Q42,Q437,Q56,Q117,Q349,Q419,Q472,Q498,Q481,Q420,Q197,Q189,Q402,Q430,Q395,Q24,Q415,Q428,Q58,Q343,Q146,Q180,Q346,Q79,Q494,Q330,Q356,Q361,Q108,Q269,Q171,Q106,Q184,Q214,Q319,Q176,Q23,Q456,Q191,Q172,Q148,Q144,Q188,Q396,Q452,Q311,Q299,Q10,Q244,Q209,Q85,Q298,Q459,Q122,Q163,Q467,Q203,Q186,Q63,Q370,Q471,Q403,Q345,Q274,Q292,Q118,Q480,Q291,Q300,Q493,Q6,Q477,Q201,Q397,Q138,Q248,Q384,Q103,Q168,Q400,Q94,Q312,Q309,Q281,Q96,Q206,Q411,Q142,Q386,Q250,Q2,Q308,Q39,Q204,Q364,Q182,Q449,Q422,Q21,Q389,Q426,Q28,Q407,Q211,Q399,Q371,Q304,Q391,Q288,Q307,Q53,Q159,Q150,Q224,Q352,Q107,Q41,Q91,Q32,Q88,Q151,Q16,Q54,Q242,Q255,Q375,Q116,Q446,Q425,Q276,Q13,Q222,Q227,Q285,Q432,Q225,Q482,Q305,Q454,Q166,Q95,Q22,Q327,Q275,Q350,Q74,Q71,Q18,Q152,Q154,Q322,Q149,Q463,Q0,Q136,Q167,Q414,Q183,Q360,Q442,Q67,Q202,Q12,Q36,Q109,Q220,Q491,Q440,Q195,Q441,Q134,Q376,Q253,Q328,Q438,Q43,Q14,Q324,Q92,Q77,Q113,Q196,Q165,Q381,Q421,Q357,Q185,Q390,Q367,Q296,Q290,Q73,Q75,Q199,Q173,Q439,Q283,Q354,Q68,Q240,Q25,Q60,Q365,Q413,Q48,Q51,Q153,Q156,Q193,Q59,Q130,Q141,Q90,Q34,Q115,Q145,Q464,Q410,Q190,Q49,Q433,Q318,Q306,Q228,Q434,Q406,Q490,Q458,Q265,Q344,Q86,Q444,Q337,Q315,Q423,Q124,Q372,Q320,Q484,Q125,Q270,Q460,Q408,Q264,Q19,Q132,Q205,Q280,Q486,Q492,Q295,Q102,Q499,Q450,Q76,Q121,Q9,Q342,Q221,Q489,Q282,Q80,Q392,Q178,Q468,Q277,Q241,Q114,Q35,Q100,Q436,Q431,Q340,Q487,Q81,Q181,Q497,Q139,Q212,Q31,Q483,Q278,Q393,Q339,Q475,Q27,Q303,Q249,Q427,Q445,Q310,Q461,Q120,Q237,Q70,Q373,Q243
user1153856710,12,5,34,,98,20,73,,31,,54,,23,77,55,,,61,3,,8,,63,,6,50,,19,13,12,,60,99,95,85,9,18,,,1,74,51,33,36,,93,27,55,,20,,30,60,,60,,,26,59,84,89,,96,75,,53,79,89,,1,54,86,,38,100,1,,76,88,27,8,40,59,22,0,11,25,,54,,94,56,64,46,,42,45,90,93,,45,87,49,99,86,53,18,,14,,31,,,64,70,37,,0,,,94,73,89,74,13,4,53,21,16,,33,87,68,,44,99,,34,68,52,,81,94,94,49,70,82,,85,,67,74,23,,19,74,86,19,67,,,94,54,45,,41,8,65,44,57,41,,44,56,98,,6,72,,82,60,22,75,,,,,56,55,,,34,32,2,26,6,43,35,41,56,90,18,,,,97,,,25,72,,2,,76,49,71,,94,98,79,,85,74,70,3,88,97,72,,50,37,,,60,,33,55,21,28,,72,47,86,2,90,31,,,38,,,,,63,3,21,65,,51,44,71,74,,6,69,21,59,88,,5,76,,,74,42,38,,18,5,,95,82,,,4,,32,,35,9,8,49,11,88,,91,11,73,81,67,,90,,59,47,70,,83,9,,99,,66,,13,74,96,,,7,,,97,93,78,43,93,,,,,,,13,,,,78,,78,37,32,33,10,52,0,1,29,,66,93,59,27,,,,,67,13,53,,5,17,20,53,29,6,85,28,51,,91,,38,,40,77,23,56,95,25,75,,80,6,,,,,4,27,,42,44,69,68,93,37,82,,74,42,76,83,17,23,63,67,51,,,14,65,53,74,47,15,,,93,85,78,17,64,25,,33,83,54,48,49,99,,55,90,54,,16,89,43,,,2,18,,,98,44,,12,67,6,4,,,26,46,,62,52,14,70,42,,95,,98,57,,58,5,66,,24,,23,46,,,48,53,75,,48,44,,62,10,55,100,24,,,,5,,94,72,,46
user1305461844,13,32,74,47,89,16,,61,45,77,,,84,,9,56,,,11,,,55,,19,,78,,,95,3,98,,63,,7,34,76,,,59,,,1,,32,67,2,17,35,97,88,46,,19,8,51,14,27,,15,70,,,58,,,59,24,63,,,,34,53,100,88,77,,9,57,,,74,,28,45,1,,,,46,47,72,,88,80,,3,6,,,10,77,18,,98,2,25,87,62,,,80,86,4,,,,41,81,78,93,5,8,,82,25,65,,50,95,74,22,91,33,66,93,,3,81,90,74,,68,,56,11,48,,35,,87,9,,,43,,58,66,,,,45,67,,71,69,,50,92,75,55,79,80,96,,46,99,90,67,,60,,,76,4,62,27,46,27,,84,1,25,19,,57,14,,32,,,,,50,98,14,61,31,91,11,,94,70,,62,19,40,82,46,65,74,,,,9,35,26,,,49,3,,,9,,17,35,49,3,93,,75,31,,56,58,28,28,,35,26,41,31,,,29,14,67,8,40,,90,56,11,84,89,,,6,81,,67,,,89,63,38,3,87,17,73,,48,19,,,87,43,35,47,,65,,13,8,27,67,42,59,26,45,,92,,78,,12,7,6,,16,,66,95,36,,,50,57,100,76,,28,24,1,,30,93,96,,63,35,,88,67,42,19,,30,,,51,,91,28,46,,,,45,70,28,39,,90,18,74,87,,,,,96,26,,,94,64,,49,,23,18,,,20,75,12,,0,,93,85,,100,48,,65,99,,38,71,52,48,81,,70,74,,70,0,,70,14,42,,46,43,37,24,49,,48,84,,67,40,56,49,73,,75,46,96,35,62,,,81,57,39,22,12,97,42,26,,,57,36,68,55,,78,79,66,85,88,1,52,81,16,27,40,33,,13,13,25,,57,98,,,44,72,28,,23,13,34,48,,,,3,39,74,,98,,94,55,,88,,72,,59,9,,32,13,62,55,,,49,68
user2708906050,21,,29,61,39,40,,,48,48,61,35,57,1,0,42,90,41,,,,,54,22,29,3,38,70,39,81,,99,38,,,83,43,55,,69,,79,6,11,96,51,1,22,65,,75,94,,,,84,100,91,80,6,,,,87,,74,40,9,,3,35,42,,19,14,96,29,69,7,77,83,,85,,,7,72,,90,88,88,,7,51,,39,31,62,,50,53,36,9,,,,,6,,,2,16,,7,47,88,28,81,31,,,88,,8,75,,,38,60,61,,90,4,6,95,,,31,84,53,,,32,55,88,95,,51,82,,,,,,18,79,50,,20,,78,,81,23,,,81,,16,20,53,,,47,10,4,,,30,99,72,,,,13,,55,,,83,32,,,2,11,76,,9,58,84,84,1,21,80,,,81,12,,80,27,73,58,100,53,42,0,3,11,6,,66,80,96,19,98,81,13,79,88,,,26,77,0,52,,85,21,,,11,,48,42,92,,83,10,19,67,7,,49,71,61,,56,14,30,18,26,27,37,,,22,79,,,26,54,,,3,42,,,82,29,,,53,6,,73,29,45,,52,59,,18,,40,92,67,39,16,,60,37,63,,86,4,47,,,,,,20,52,73,8,,79,58,,87,70,8,82,,48,40,,,,,,48,,52,,29,,90,38,29,36,90,59,58,,6,21,90,12,60,36,90,63,3,55,,,,,12,,44,71,,31,36,20,25,17,14,2,7,63,,5,,38,35,89,67,68,9,,91,12,78,41,32,80,53,68,64,24,62,,34,9,26,83,94,,,69,8,71,43,28,,96,,,,16,,87,79,,62,94,9,,,54,53,100,31,37,45,,72,,,,,,89,85,,,59,76,26,87,95,81,59,93,27,27,58,,72,65,63,60,,51,,48,44,52,40,56,66,29,88,60,46,35,,66,27,,6,84,36,96,,,97,6,0,28,,80,,80,,,78,,,31,91,,,0,61,
user1192400131,52,99,,8,69,65,70,,8,0,,7,,,40,,,71,39,33,46,28,14,34,79,36,,91,20,75,,92,,,86,,57,,22,53,27,23,,26,,17,75,15,,3,,68,15,,76,,4,15,56,,84,47,,46,16,100,,79,,,12,,32,55,16,,38,48,29,24,46,48,,99,,,39,,100,92,38,18,13,13,16,33,0,18,58,,,,62,,20,77,,66,91,86,20,,,53,,58,21,,82,,80,49,,54,,71,36,,,,46,54,84,44,,51,7,3,41,33,,94,,2,65,86,,49,,41,74,53,47,41,,,77,58,14,,,80,53,46,35,,,,,72,83,86,14,,68,72,93,,39,58,21,,,,26,,49,42,,,18,95,30,70,45,10,99,,,11,46,34,14,84,86,,,77,,5,14,,,94,53,,88,80,,88,42,32,,,18,91,,78,,40,,76,88,65,,,10,57,53,,45,48,43,65,,7,18,53,21,,23,,77,38,69,63,,69,16,45,78,28,21,57,,57,24,,6,27,34,28,48,54,52,,84,,51,,62,11,82,0,70,5,96,27,65,,,87,,40,,,98,74,81,,,,14,75,20,,88,8,11,,,22,74,97,49,29,46,,,73,25,86,,89,95,58,52,14,37,43,71,17,35,,37,,36,48,93,22,,,77,,3,10,,40,,81,,32,40,70,45,33,5,27,4,,89,,22,,,,38,,47,,81,,45,11,,38,6,77,27,6,90,,2,74,0,,,37,63,84,24,,60,26,,81,71,37,30,74,10,66,,16,4,,,29,23,23,57,98,,45,40,14,100,20,82,,100,,,,,17,7,43,23,11,85,,56,22,17,,8,,60,,10,,43,,30,61,23,58,,,14,,12,70,62,53,92,97,19,,,93,18,81,30,,16,,,,96,,,94,38,,14,57,59,10,11,3,37,76,76,92,,95,,54,3,87,45,6,35,,41,10,40,37
user1221351276,,72,30,,41,36,93,86,38,80,27,27,,,2,49,56,,,44,22,,54,1,8,50,,73,49,58,,56,,49,59,7,28,,36,,12,80,98,93,8,44,28,5,100,33,58,,46,,,8,,88,4,7,9,,,2,,,75,77,80,76,49,37,29,39,,,28,59,39,34,87,,71,67,70,69,,97,46,4,34,25,78,80,,,,27,35,81,62,26,24,,,,21,83,13,,36,,,51,3,16,97,42,,29,100,,14,,0,46,23,,87,3,88,93,,7,86,93,8,24,63,1,12,29,,,2,88,31,52,,,56,60,,59,72,61,13,58,5,,63,,,90,99,,10,59,57,,,,88,76,13,54,11,85,,,25,,95,,23,0,,69,21,,,4,0,29,73,41,,,30,73,,22,88,100,,83,,,82,67,94,,,27,52,,33,76,20,29,15,,60,81,,79,,,14,48,47,83,43,7,88,22,,99,42,98,58,,59,21,,54,12,10,31,82,,,100,70,,,,12,,,30,,,1,26,12,93,90,5,,,100,66,66,,,12,,50,,,54,,,22,,78,65,,62,53,,,31,42,68,82,,,51,,42,28,,1,27,15,,91,84,87,,91,38,,0,,0,77,,,95,85,2,,67,54,26,,,99,6,27,66,83,89,76,,,80,,,61,,,9,47,,48,44,52,,,39,72,97,3,32,55,5,76,90,81,80,96,79,90,3,18,,,89,35,,57,36,36,91,,30,,,80,,88,70,7,80,37,33,,33,18,,40,87,22,28,,,37,45,68,83,25,20,67,24,63,,73,,83,27,,85,83,,,,,91,84,75,87,84,84,51,81,32,71,8,57,6,84,,6,8,,26,21,8,,60,28,65,,70,,,,26,,39,66,72,49,,14,35,54,25,,71,,80,1,11,,45,33,57,63,,92,62,54,,20,,81,24,92,78,72,88,88,33,,,38,66,47,19,,45,86,,88,22
user928820189,99,,,11,56,,95,53,10,,24,78,36,97,,77,30,75,61,72,,72,,,92,,57,7,,45,,,,4,80,61,,28,15,44,,52,18,81,26,37,,,26,91,,,57,,46,,,50,,,23,,53,,74,46,50,92,88,,,12,51,88,,,,1,,66,16,,90,,,,18,16,57,66,27,89,90,,17,72,88,,93,,,89,94,81,49,,32,80,63,7,56,70,38,49,2,47,,82,68,7,73,43,,,,25,42,,92,0,,,6,,14,,36,22,36,7,27,,,35,95,,25,48,45,48,77,,,73,,57,,96,96,89,98,,93,13,36,3,66,,94,8,,49,71,88,51,37,44,85,58,,87,56,6,,,24,25,48,,58,99,49,,,79,93,,,68,41,,,87,49,,24,,30,33,,,69,7,,1,,62,92,,57,,16,,,,42,,17,,,96,63,34,8,,53,50,,59,63,0,,21,51,2,,,2,46,21,,67,23,12,90,67,72,,59,90,8,85,85,,31,57,3,,68,,,16,50,81,,91,,96,,,,19,53,,,43,,13,83,43,,99,64,,16,27,45,,73,,,39,,3,87,92,54,41,17,19,38,,98,12,,27,67,12,47,100,78,,58,46,70,20,31,35,,,8,,,82,,79,,32,49,59,,18,29,34,10,89,60,,,21,3,62,,73,2,11,34,,,,13,,84,96,62,12,72,97,5,99,71,50,38,11,52,39,88,13,16,94,2,57,56,,,92,22,36,7,84,100,,,53,71,5,62,38,24,48,2,50,10,23,94,,59,86,,3,,17,,,,,63,,59,,14,,51,31,73,57,60,6,34,33,82,78,21,,,86,,9,16,22,,43,11,32,,,85,76,61,,,26,,32,18,,,51,,46,,99,,59,49,66,68,12,95,33,17,70,20,,26,90,,,50,77,26,69,39,22,12,37,94,,9,36,43,14,63,,,,54,22,25,62
user2010048100,,,56,54,,60,34,51,,42,10,6,,79,91,37,9,,8,83,95,,7,,64,32,75,26,73,,2,97,55,,25,,31,,,72,62,,8,6,88,21,89,,,,10,77,49,83,49,53,,,49,,,91,53,88,57,13,27,,,,52,,56,11,,35,0,,47,,80,96,79,,98,,75,53,90,26,,63,,17,,18,37,84,4,71,,,,59,61,23,67,31,91,85,,28,60,,66,84,0,47,,13,58,32,53,57,,26,35,5,59,,77,,78,63,36,25,64,46,23,,,16,87,27,53,,,50,9,44,,52,52,53,,4,3,78,46,79,74,69,80,58,98,,23,,,,,88,83,,23,,,,42,,,,37,75,,16,,43,24,23,58,,80,,,15,29,57,,24,,22,,,93,,,,,1,2,,49,25,,67,0,17,68,62,95,,,,51,42,32,20,99,35,6,,,1,12,11,,35,61,65,,,,75,90,,59,93,29,51,35,,87,91,3,,96,11,,,,49,,,,17,41,,62,,,5,82,80,94,100,,81,,49,,11,19,,52,80,72,71,,,8,49,34,41,26,70,53,67,9,,40,,90,45,28,85,16,71,11,88,69,54,55,18,12,30,,45,,79,,,79,9,94,,41,50,,,0,,41,,28,,74,,35,,,65,5,,54,56,,55,55,,20,46,,28,7,,67,11,94,89,33,74,,65,,,,,,,,,3,91,67,,64,,80,30,88,23,25,30,,61,,14,44,,81,74,,54,33,100,13,97,28,30,,0,65,,,,57,9,13,1,26,,,65,,27,,49,,68,,64,56,6,57,14,63,,,52,53,33,58,21,27,12,20,66,89,83,2,,,,4,97,,46,90,,,66,91,16,82,32,64,12,27,100,11,25,45,46,13,38,,8,99,60,,23,,53,40,95,5,28,56,69,59,43,,52,69,73,45,19,,17,81,33,95,95,92,,86,,9,19
user2340201685,3,18,,51,,48,,59,,,32,13,68,,67,,14,48,,1,96,52,26,,63,100,23,55,43,20,63,32,73,88,,94,80,,28,6,81,,86,,,60,52,,,38,14,,47,22,90,,,53,,,,0,12,24,21,65,9,74,25,92,52,31,70,77,,51,,,,,,,,27,,,,75,,65,81,,100,20,32,56,27,52,67,34,62,32,17,1,66,36,45,73,47,15,13,42,36,92,,13,,25,99,,69,0,95,,56,,,,80,88,,,30,5,56,4,38,3,,53,92,,,,,91,17,71,83,49,12,27,100,73,87,7,78,91,63,21,,60,89,62,30,,62,42,,88,92,2,,75,6,32,,63,,3,,3,,8,23,85,,0,76,66,67,74,54,57,66,62,,,,,18,25,25,40,49,,62,37,,85,9,16,58,99,26,,,51,66,,,,50,,,20,,47,,57,,99,,20,,,18,6,82,44,,,45,49,32,23,39,28,5,62,26,7,,,86,21,59,,,92,76,26,30,56,,,,,49,,,76,82,,76,17,82,6,,,72,,,41,,,49,30,,94,45,59,,,62,25,10,,64,25,,14,81,33,,5,66,81,3,49,87,,79,88,,100,,,11,,62,,,84,31,41,62,,90,76,68,45,100,83,72,,76,25,51,,2,48,38,88,29,80,33,,27,,60,,30,,24,,50,51,80,85,,89,48,95,47,,50,64,25,55,14,9,,,,59,34,17,82,20,53,41,94,68,1,,,46,,90,39,55,,,42,,11,86,5,40,8,18,60,72,44,,,10,,25,44,,,94,22,31,,54,,77,6,,65,,12,10,94,75,,38,,7,,,,17,,,33,91,48,,,14,95,6,88,55,,25,,33,,,68,21,,33,,37,86,4,,,81,68,29,64,37,12,12,,88,26,,43,,,,,50,19,,,,,10,,50,78,71,,41,31,,,82,75,92,30
user1337471918,78,60,,,,,25,76,48,9,79,38,91,14,25,73,74,31,,32,6,96,,,20,,,,59,42,72,90,78,86,28,86,28,10,13,,2,,,,100,39,3,19,47,45,,0,100,,79,10,77,57,,53,59,1,,71,,,52,,,8,4,62,78,36,18,23,24,7,21,,42,,56,53,,,,91,33,,56,76,27,,1,50,35,,,3,74,32,77,,99,,43,84,,,24,42,18,76,86,80,,97,66,,,31,,,57,64,,95,18,97,62,35,27,10,86,,55,27,,36,6,66,,48,,,88,,50,,,,85,63,34,19,,,25,44,37,,92,34,55,,12,,41,69,,90,80,,,55,,59,54,,,95,38,34,70,93,37,,81,,,20,,,55,58,53,96,17,24,81,100,,90,73,77,78,18,23,,3,58,,,,,88,,7,,,17,33,96,,,28,33,,,45,97,,10,48,,,3,,36,34,44,,,55,14,41,97,77,93,,7,77,,73,84,,,13,,64,69,,21,,55,14,94,65,34,,,,94,73,93,19,,76,6,86,38,50,9,,58,,14,,26,38,,,58,,,87,,56,77,,,37,,44,62,100,,46,,,30,,,74,62,59,,34,,18,73,52,,37,0,7,,,,5,56,24,86,,,2,,8,49,54,,,47,,13,,,21,,,95,,33,63,49,42,16,38,,97,,61,61,28,83,47,93,74,66,,,76,,,52,53,93,,64,18,22,49,,64,,70,99,69,94,7,,28,,42,23,42,44,39,89,,22,1,53,70,45,53,62,97,,49,42,45,,,92,76,,48,6,2,22,10,54,36,,27,,2,54,75,,,52,80,5,92,,57,57,8,82,90,45,17,22,96,17,,,60,35,91,25,90,56,,38,23,38,,,18,90,,45,56,23,,59,,23,60,89,88,26,77,77,1,93,69,56,91,,100,,100,,73,17,52,58,,83,76,88,,,,42
user373229576,83,64,90,36,99,,81,,,,,73,53,37,,34,,64,26,78,71,90,77,35,90,17,,,32,25,,,13,84,45,,4,35,,16,73,,,,,,,,,68,,86,93,,,42,57,68,,,100,,73,100,30,79,87,,,38,,73,83,43,27,30,,90,63,39,,26,53,,22,,45,54,94,69,16,37,92,,,,49,71,89,24,39,83,,69,84,92,14,67,23,59,78,72,44,49,50,,96,,,36,36,23,,26,,33,19,31,0,1,68,65,45,,17,,,,68,56,11,,,,,37,,5,0,55,34,91,96,44,36,22,75,82,,88,2,73,98,31,,90,,51,6,,23,99,,,,19,68,,38,,30,15,67,,,,37,13,56,,,22,41,,,,38,,67,,81,,,35,63,37,21,50,89,15,74,32,6,37,58,,,,74,24,65,83,71,50,,81,,82,10,88,,,,,67,,48,75,42,,,,36,,80,54,,69,29,29,13,,77,,100,,83,,57,94,90,14,,77,59,56,78,28,29,63,1,4,,33,69,13,40,33,85,38,92,,99,32,,15,,27,86,50,82,,46,89,63,,,,63,39,,27,,87,,,,27,,,3,19,34,82,96,63,24,11,,91,46,,,,71,,,,100,,,94,8,62,12,,11,30,44,,72,100,,88,37,82,,,23,47,55,71,1,89,30,99,29,19,,63,96,96,,,68,10,67,,45,,42,,58,,,9,69,97,98,44,11,32,74,,70,,55,,,31,97,,90,38,31,,4,12,38,43,54,19,43,48,42,38,,99,,49,74,96,16,67,,65,41,53,,8,,49,2,75,77,30,51,54,75,37,36,19,,2,34,,,89,40,,77,24,,44,99,43,57,62,67,66,85,,51,53,,58,,,,78,28,22,,93,92,58,,,58,,57,,68,,7,,49,59,77,,48,30,,81,62,,,20,,60,64,54,18,69,81,84,,,,99
user1570056487,,67,76,,,56,49,61,39,,78,,85,89,77,85,93,27,80,,,,65,,88,40,,97,20,,23,73,,67,,,,20,36,8,,94,67,,,,,8,,40,,88,20,17,94,,19,,99,4,73,43,24,0,65,24,30,,,90,,,20,34,,,99,,,,15,,19,55,16,30,35,35,85,47,2,80,21,44,,57,71,,3,,,40,90,,49,48,80,,73,20,52,,,,53,,42,,49,41,16,,62,,70,21,44,19,25,2,,36,3,84,,,93,64,58,33,46,,,,45,19,,,,,,31,28,55,,49,78,,67,35,85,,,91,,8,47,,45,96,25,,,69,17,,55,79,6,,80,41,70,98,,61,50,29,99,,,,,20,48,10,83,37,46,41,96,71,37,100,21,33,,20,85,54,43,38,66,,27,5,64,88,3,62,19,56,3,76,,,,22,56,,20,83,,,49,95,1,,7,81,95,54,,14,37,79,,,21,41,,22,47,3,62,78,66,50,,53,,70,45,95,40,,63,79,26,,83,76,79,54,78,,19,,15,,,35,57,,,58,92,,72,,,52,73,38,85,58,65,,10,77,92,91,55,23,61,26,66,83,,8,60,40,,66,88,78,,41,80,31,,40,29,89,75,24,,14,28,,,38,61,89,29,3,,21,,66,27,31,24,,28,,,4,34,64,78,50,38,10,,27,,40,,75,59,,,11,,69,4,82,53,27,8,93,24,37,,55,,,,8,53,96,,,22,10,23,86,,,30,49,57,,,,99,2,,3,34,84,17,,,16,,6,,,,18,21,,35,,55,57,92,,34,,29,29,6,20,,42,48,,26,31,,54,93,11,,87,,,50,6,,,44,17,96,,43,62,,23,35,84,60,,54,,10,2,77,,83,34,17,66,65,15,54,,,,52,65,15,17,89,1,,61,,66,97,85,54,,72,78,70,80,40,66,,23,66,91,54,7,2,
user1365786673,45,,8,36,,,73,94,59,79,19,100,,71,79,,,44,91,,53,,7,52,6,,,11,58,51,,17,,9,67,85,54,19,,43,,67,,62,,,,38,25,92,100,,39,47,55,69,47,,8,51,5,,8,,,66,81,26,19,64,44,79,,,,,,,60,71,,58,,49,23,8,,71,72,6,,,78,100,94,79,,,82,,39,,16,49,,84,8,16,18,,99,66,87,40,,25,79,30,74,45,44,,,92,,100,81,53,41,,66,46,34,96,,,38,3,2,,21,68,82,43,98,,,,17,,60,8,,67,,5,10,84,,14,3,,13,21,53,,,15,87,65,87,17,37,76,26,14,78,,39,,11,30,74,,,,95,47,73,,71,,50,84,,,,0,45,,53,68,48,,89,14,22,,,38,43,,86,,26,38,73,,72,18,76,57,29,,57,,83,57,,,77,80,27,,78,86,43,88,78,44,68,32,,86,,,,62,10,44,,,,,43,2,,80,,,,,95,64,64,68,,,2,47,36,83,2,4,,50,,,93,3,,,,,61,48,90,78,76,,,5,14,79,45,61,29,,58,55,15,,81,10,,,5,50,76,19,,93,100,92,32,87,5,77,72,,18,,,,91,56,,44,84,4,,,,74,32,65,,47,73,85,,,39,22,52,7,,,,,66,,,74,31,,,,,41,41,54,1,,73,4,2,,17,25,96,,81,,49,75,5,,,91,,,,,2,97,60,,99,,,,69,7,,,,92,99,61,,14,,96,,,99,,15,76,13,,89,18,68,,,,,,93,94,,54,28,,56,72,34,50,,68,41,95,10,68,,6,51,4,,29,44,55,76,10,13,30,19,18,41,,93,,83,81,23,,84,29,45,,90,35,39,100,36,40,43,84,70,7,27,,51,94,,6,31,,,44,1,,,21,,,31,,,,20,9,3,82,35,,92,
user890661570,36,,45,5,19,55,6,50,74,,,40,,4,,17,78,,0,72,,15,86,84,4,35,45,70,55,79,43,32,30,64,85,45,,34,52,,15,93,73,58,3,,4,98,37,35,86,48,22,48,94,,41,,17,84,97,21,95,,52,,,,10,16,,45,,21,1,93,21,78,54,100,78,,9,58,55,11,,85,,,35,3,,,37,,17,,3,,,,51,68,,47,70,21,,5,80,91,90,,66,,63,45,,,21,51,,,96,,52,,89,12,,17,,,,50,89,57,85,77,37,,,23,98,44,45,38,64,62,77,,,96,,86,,,76,90,,54,,65,,48,69,73,,85,51,,,27,,90,,9,,,,93,43,22,,100,,,65,,82,1,84,,64,,85,,,81,43,56,,97,24,,,30,55,4,,,4,,11,13,36,26,38,93,11,18,,73,31,37,67,3,34,29,,,78,,27,,,4,89,96,,11,,60,,,15,37,,,,,9,61,62,15,,,,,,39,,25,63,,70,93,,79,,51,,90,6,54,82,13,,39,,6,60,92,,,,21,48,51,93,29,90,45,19,,,23,14,85,20,46,53,20,26,73,1,4,43,20,,5,82,,11,,,43,86,,,58,25,19,,77,37,,21,28,0,16,59,100,88,30,84,31,,35,92,,72,14,3,62,16,62,97,76,96,16,14,16,,,66,,,50,,6,43,14,95,86,94,,8,,,,53,,58,60,90,37,,68,3,4,38,62,,43,72,,,45,1,36,,,90,,,59,,,1,20,6,19,22,91,85,41,49,,78,34,,69,67,44,,,80,42,77,82,52,94,23,,11,,,10,,,55,83,96,100,,,,57,36,91,94,,18,41,75,59,,,50,28,,87,44,78,,65,69,34,,,21,,,99,,,,55,,86,36,96,96,80,37,30,94,71,1,76,37,86,33,,,72,62,,28,45,44,28,,95,,92,52,54
user77064690,7,79,49,,100,,48,,,39,,85,2,13,,69,32,32,41,85,,69,66,6,20,27,,28,,89,63,78,,,,,,12,65,74,,,45,19,3,,,,9,86,51,,,55,,23,13,97,87,67,76,,72,,88,29,,8,,43,37,63,65,,94,28,20,,,82,,,76,72,,22,93,2,2,95,,,59,,41,,2,,57,,,32,,23,74,92,74,,47,,93,6,6,53,13,53,67,,5,98,13,79,25,64,67,72,,,,93,10,97,,57,,92,95,6,22,35,27,,16,,,,51,,89,31,69,,1,58,,60,,,34,12,,71,,33,97,84,25,83,99,,,36,18,31,83,66,,,,95,,95,,26,23,94,72,69,,33,,77,35,,,62,,70,68,,63,41,,52,,68,48,,,4,42,68,,73,53,26,,,45,43,,12,,,,17,58,,,81,,92,43,36,17,,,0,98,18,100,,,6,64,,8,24,,10,,46,36,61,6,,93,54,85,,39,60,,,,,83,,55,,20,81,,60,11,22,60,,91,21,33,,,55,5,94,,77,76,40,,14,57,35,30,11,,,,,56,,,,26,62,,55,,43,4,72,30,3,69,,78,44,48,58,14,33,32,62,20,13,4,23,88,14,99,,32,35,77,12,48,,,100,,,85,19,,69,39,,,20,2,90,,22,14,96,79,7,35,,64,,24,86,,16,,,70,25,,,,,27,,29,,56,48,70,27,62,85,,58,,67,,,,28,,11,2,26,25,64,75,43,45,49,,83,35,99,24,67,98,,12,,58,,,61,,96,,76,22,29,2,98,,,74,47,0,12,,85,81,,36,,94,72,8,0,,,,50,90,24,,96,72,72,98,0,100,5,36,87,,77,41,100,85,34,23,2,37,,,,,40,22,0,2,24,62,49,1,,96,2,86,24,80,,60,24,,,76,100,55,50,11,0,63,,68,4,74,81
