Q52,Q440,Q217,Q266,Q423,Q393,Q284,Q351,Q199,Q6,Q298,Q478,Q36,Q264,Q276,Q404,Q329,Q20,Q183,Q229,Q367,Q111,Q490,Q495,Q426,Q110,Q211,Q81,Q342,Q218,Q369,Q372,Q293,Q391,Q51,Q364,Q382,Q460,Q70,Q422,Q172,Q238,Q256,Q128,Q389,Q491,Q431,Q155,Q397,Q71,Q335,Q330,Q310,Q483,Q76,Q126,Q253,Q411,Q485,Q304,Q383,Q338,Q327,Q254,Q139,Q3,Q488,Q425,Q477,Q117,Q141,Q230,Q314,Q449,Q358,Q403,Q463,Q282,Q416,Q197,Q255,Q64,Q499,Q474,Q243,Q10,Q317,Q278,Q73,Q302,Q443,Q114,Q344,Q301,Q85,Q270,Q280,Q346,Q414,Q316,Q22,Q249,Q152,Q245,Q471,Q209,Q455,Q466,Q406,Q233,Q1,Q63,Q444,Q459,Q498,Q50,Q147,Q159,Q482,Q24,Q98,Q475,Q362,Q54,Q447,Q279,Q267,Q328,Q82,Q341,Q287,Q286,Q241,Q221,Q19,Q356,Q347,Q167,Q340,Q412,Q271,Q376,Q178,Q387,Q326,Q295,Q38,Q226,Q315,Q401,Q27,Q476,Q187,Q448,Q171,Q202,Q312,Q421,Q150,Q418,Q186,Q359,Q453,Q419,Q437,Q277,Q242,Q288,Q60,Q469,Q72,Q388,Q175,Q32,Q240,Q62,Q97,Q224,Q313,Q337,Q119,Q489,Q405,Q216,Q456,Q138,Q58,Q120,Q203,Q381,Q269,Q417,Q451,Q467,Q41,Q207,Q200,Q170,Q262,Q380,Q432,Q65,Q112,Q222,Q308,Q348,Q441,Q88,Q129,Q184,Q46,Q75,Q247,Q415,Q2,Q136,Q56,Q368,Q446,Q427,Q409,Q17,Q7,Q289,Q439,Q83,Q33,Q244,Q234,Q385,Q47,Q470,Q57,Q5,Q332,Q101,Q465,Q400,Q122,Q350,Q274,Q407,Q177,Q109,Q291,Q220,Q193,Q86,Q309,Q92,Q237,Q457,Q435,Q77,Q180,Q294,Q78,Q8,Q14,Q377,Q113,Q275,Q23,Q357,Q352,Q487,Q311,Q149,Q479,Q331,Q144,Q169,Q481,Q305,Q472,Q74,Q398,Q194,Q4,Q29,Q354,Q118,Q140,Q214,Q153,Q392,Q137,Q268,Q176,Q384,Q390,Q9,Q164,Q18,Q103,Q235,Q333,Q321,Q100,Q420,Q198,Q227,Q145,Q325,Q80,Q104,Q363,Q79,Q90,Q299,Q210,Q135,Q69,Q436,Q413,Q300,Q61,Q123,Q42,Q261,Q142,Q26,Q251,Q179,Q99,Q371,Q133,Q116,Q108,Q292,Q94,Q394,Q223,Q146,Q16,Q375,Q212,Q486,Q191,Q205,Q236,Q353,Q429,Q228,Q181,Q107,Q248,Q204,Q434,Q473,Q497,Q160,Q106,Q43,Q213,Q355,Q91,Q370,Q493,Q458,Q492,Q366,Q306,Q252,Q13,Q379,Q395,Q259,Q433,Q349,Q161,Q0,Q37,Q45,Q263,Q343,Q102,Q462,Q151,Q272,Q378,Q174,Q96,Q188,Q185,Q67,Q158,Q127,Q402,Q322,Q424,Q494,Q40,Q208,Q361,Q438,Q360,Q87,Q28,Q365,Q320,Q182,Q283,Q48,Q195,Q334,Q285,Q445,Q168,Q162,Q265,Q318,Q442,Q246,Q134,Q125,Q215,Q166,Q319,Q192,Q399,Q374,Q410,Q105,Q250,Q44,Q131,Q201,Q31,Q324,Q290,Q189,Q336,Q231,Q281,Q15,Q21,Q55,Q143,Q39,Q307,Q89,Q165,Q95,Q232,Q157,Q196,Q260,Q34,Q303,Q173,Q454,Q297,Q258,Q163,Q396,Q480,Q239,Q464,Q115,Q273,Q25,Q156,Q296,Q11,Q121,Q53,Q93,Q219,Q468,Q323,Q430,Q496,Q12,Q68,Q190,Q154,Q345,Q59,Q66,Q35,Q408,Q30,Q461,Q124,Q339,Q49,Q132,Q428,Q206,Q452,Q484,Q225,Q84,Q130,Q148,Q386,Q257,Q373,Q450
user1613495095,98,77,61,44,10,76,12,61,57,69,42,12,30,44,44,,,,,,,,,,,,,98,,,,,98,,,,98,,,,,,,,,,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,12,,,,,,98,76,,,,,,76,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,44,,,,,,,,,,,98,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,98,,,,,,,,,,,,,,,,98,,,,,,98,,,,,,98,,,,,,,,,,,,,,,,,,98,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,57,98,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user1832574404,77,75,90,96,65,64,6,92,36,55,63,58,32,40,40,87,32,65,48,26,,77,,,,75,,,,,,,,,75,,,,,,,,,,,,,,,,75,,65,,,,,,,,,,,,,,75,48,,,,,,,,,,,,55,,,58,,,74,,,,,,,,,75,,,,75,,,75,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,75,,,,,,,,,,,75,75,77,,,,,,,,,,75,,,,48,75,,,48,,,,75,,,,,,,40,,,,,,,,,,,,,,,75,,,,,97,,,90,,,,,,,,65,75,,,,75,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,75,,,,55,,,,,,,,64,,,,,,,,,75,55,,,,,,,,,,,55,,75,,,,,,,,,74,,,,,,,,,,,77,,,,,,,48,,,,,,75,75,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,75,75,,,,,,,75,,,,,74,,,,,,,,,,,55,,78,77,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,48,,,,,,77,,,,,,,,,,,,,75,,,,,,,32,48,77,,,,,,,,,,,,,,,78,78,,55,,,,,,,32,,,,
user4181504385,89,25,92,58,20,98,63,45,75,83,44,25,37,47,72,40,11,45,2,11,53,14,32,27,71,28,28,47,60,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,28,,,,89,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,45,,25,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,,,45,60,,,75,,,,,,60,,,,,,89,,,,,,45,,,,,,,,,72,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,72,,,,,,,,,25,,,,,89,,,,,,,,58,,,,,,63,,,,,,,,,,,,,,,,,75,,,,,,28,72,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,44,,,,,,,,,,,63,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,
user993746686,67,46,76,0,91,25,60,25,72,72,0,75,52,95,52,36,74,56,18,85,53,3,17,6,46,72,,,,,,,,,,,25,,74,,,76,,,,,,,,,,,,,,,,,76,0,,,,,,,,,,,,,,,,,,,,76,,,91,,,,,,,,25,56,,,,,,75,,,52,,76,,,,,,,,,,,92,,,,,,67,,,,,,,,,,,,,56,18,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,72,,,25,,,,,,,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,67,,,,,,,60,69,,,,,,,,,56,,,,,,,52,,,,,,,,,,,75,,68,,,,,,,,,,,,,74,,,,,,,,,,,,,52,,,0,,,53,56,,,,,,,,,,,,,,,,,,,95,,91,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,91,,,,,,,,,,,,,,,,,,,,,,,74,,56,,,,,66,,,60,,,,,,,,,,,76,,,,,,74,60,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,91,,,,,,,,,,,76,,,,,,76,,
user449407758,4,12,21,12,96,42,85,45,17,92,73,85,92,83,31,26,50,78,44,21,44,,,,,11,,,,,,,,,,5,,,,,,,,12,,,,,,,,,,,,,,,92,,,,,,,,92,42,,,12,,,,,,12,,42,,,,,,,4,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,12,,,,,42,,,,,,,,,,,,,,92,,,4,,,,,,,45,12,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,45,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,42,,4,,,13,,,,,,,,,,,12,,,,,,,,,42,,,,42,,,,,,,42,,12,,,,,,12,42,,,,,,,,,,12,78,,,,,,,4,12,,,12,,,,,,,,83,,,,,,,,,,,,,,,,,,3,,3,,,,,12,,,,,,,,,,,,,,11,,,,,,,,13,14,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,92,,,,,,,,,,,42,,42,,,,,,92,92,,,,,,,,,,,,,,,78,,,21,,,,,,,92,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,
user351269186,80,58,15,30,92,77,24,48,17,97,9,17,19,90,0,71,94,5,22,46,20,53,58,68,58,,15,15,,,,,,,,,,,,,,,,,,5,,,,,0,,57,,,,,,,80,,,24,,15,,,,,,,,,,,,,30,,,,,,,58,,,,,,,,,,,,,,,,,15,,,68,58,15,,,,,,,,,,15,,,,,,,,24,,,,79,,,,,,,30,,,,,,,,,,,,46,15,,,,,,,,,,,46,80,,,,,,,,,,,,,,,,,,,,,79,,,77,,78,,,,,,68,,,77,,,15,,0,,76,,,,,58,,,,,68,,,,46,,,,,,,,,80,,,,15,9,,,,,15,,77,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,17,,,,,9,,,,,,,,,,,,,15,,,,,,,15,,,15,,,,,,,,,,9,,,,,58,,,,,,,,,,,,,,77,,80,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,24,,,,,,,,15,,,,58,15,,,,,,,,,,,,,,46,,,59,,,,,,,,,,,,,,,,,,,15,15,,,,,,,,,,24,,,,59,,,,,,,,,,,,,,,,,,58,,,,,,,,,46,58,,80,,,,,68,,,,,,,,,
user665280723,69,17,91,42,82,47,5,58,63,51,74,19,86,75,11,25,96,31,50,36,36,99,76,85,67,42,11,85,7,10,24,12,57,62,5,67,52,63,66,62,53,,,,,,,,58,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,17,,,,63,42,,,,,75,57,,,,,,,,,17,,,,,,,17,75,,,,,,,57,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,63,42,,,,,,,85,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,63,,,,,5,,,,,,,,,,,,,,,,,,,,53,,,,,17,70,,17,17,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,99,,,,,42,17,,,,,17,,,,,,,99,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,64,,,,,,,,,63,67,,,,69,,,,,,,,,,,,,5,,,,,,,,,,,,63,,,,,,,,,17,,75,,,,,,17,,,,,,5,,,,,57,69,,,,,,,,,,,,31,,,,,,,16,,17,,,,,,,,,,,,,,,,63,86,,,,,,,,,,,,,,,,,,,,,,,,63,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,63
user4122332275,2,6,26,65,48,28,88,70,84,9,25,44,90,94,71,6,80,27,59,,,,,,26,,,,,26,,,,,,,,,,2,,,,,,26,,,,2,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,9,,,,,,,,,,44,,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2,,,26,2,,,,,,,,70,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,2,,2,,,,,,,,,2,,,,,,,,,,,,,26,,,,,,,26,,,9,,,,59,,,,,,,,,,,,,88,,,,,,,,,26,,,,,25,,,,,,,,,,6,,,,,,2,,,71,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,,2,,,26,,,,,,,,,,26,2,,,25,2,,,,,,,94,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,,71,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,26,,,,,2,,,,,,,94,,,,,,,,,,,,,,,,,,2,,,,,,,2,,,,
user1461728327,36,9,17,1,40,92,47,89,86,21,60,66,85,20,29,34,68,69,67,5,38,48,,,,,,,68,,,17,,,,,,,,,9,,,17,,,,,,,,,,,,,,,,,,,,,,,,40,37,,,,,,,,,,,,,,,,,,86,,,,,,,,,40,,,,,,,,,,,,,,,,,,,21,,,,,,,,17,,,,,,,,,,,60,,,,,40,,,,,,,,60,,,,,,,,,,,,,21,,,,,,,,,,,,,40,,,,92,,,,,,,86,,36,36,,60,,,,21,,36,,40,,,,,,,,,,40,,,,,,,,,,36,,,,,9,,,86,,,,,,36,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,9,,9,86,,,,,60,,,,,,,,92,,,,,,,40,,40,,,,,,,,21,,,17,,,,,9,,,,,,,,,,,,,,40,,,,,,,,,,9,,21,,,,40,9,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,17,,,,,,9,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,60,,40,,,,,86,,,,,9,36,17,,,,,9,9,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,17,,,86,,,,,,,
user4176852105,41,8,47,97,67,21,92,80,3,92,52,81,19,95,37,32,8,28,64,38,78,7,94,64,8,13,54,27,6,,,,,,,,,,,,8,,,,,,,,,,,,,,47,,8,,,,,,,,,,,47,,,,,,,,92,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,8,,,,,27,,92,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,92,,,8,,,,,,,,78,,,,,,,,,,,,,,,,,,47,,,,,,,,,,8,47,,,,,,,,,,,,,,,,,,47,,,,,41,,,,,,,,,,,8,92,,,,,,,,,,,92,,92,,,,,,47,,8,,,,37,,,,,,,,,,,8,,,,,,,,,47,,,,92,,,,,,,,,,,52,,,,,41,,,,,38,,,92,,,,,47,,19,,9,,,,,,,19,,,,,,,,,,,,,47,,,,,,,,,,37,64,,,,,,,,,,,,27,,,,,,,,,,47,,,,,,,,,,,,92,,,,,,,,37,8,,,,,,,,,,,,,,,,19,,,,,,,,,,47,,,,,,,,8,,,,,,,,,,,
user931561311,8,92,93,20,35,0,87,62,26,56,24,24,47,5,13,80,53,16,,,,,,,,,,,,0,,93,8,,93,,,,,,,,,,93,,,,,,,,93,,,,,93,,,,,,,,,,,87,,,,,,,87,,,,,,0,,,,,,,,,,,,,,,,,,,94,,,0,,,93,,,,,0,,,93,,,,,,,,,,,,,,93,,8,,,,92,,,,,,,,,,91,,,,,,,,,,,,,,,,,,,,,93,,,87,,,,,,,,,,,,,,56,,,,,,,,,93,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,93,,,,,,,0,,,,,,9,,,,,,,8,,,93,,16,,,,87,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,93,,,,,,,,,93,,,,,,,,93,,,,,,,,,,,,,,93,,,,,,,,,,93,,,,0,,,,87,,,87,0,,,,,,,,,,,,,,0,,,,,,,,62,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,93,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,,,93,,,,,,,93,,,94,,,,8,,,,,93,,,,,,,93,,
user525047137,74,45,31,66,16,46,32,14,87,56,50,13,10,70,44,9,66,63,9,11,63,70,12,31,41,57,86,8,74,43,75,8,73,62,60,25,13,10,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,70,,,,,16,,31,,,,,,,43,,,,,,,,,,,,,,,45,,16,,,,60,,,,,,,,,,16,,,73,,,43,,45,,,,,,,32,,,,,,,,,,,,,,,,,,,74,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,43,,,,,,,32,,,,,16,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,86,,,,,32,,,45,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,73,,,,,,,16,32,,,,,,,,,,,,,,,,,16,,,,,,,,,,32,,,,,,,,,,43,9,,,,50,,,,
user2137412566,33,48,54,53,30,62,97,53,37,88,40,15,89,84,80,86,39,43,97,10,33,21,19,45,43,39,92,98,100,27,12,1,46,83,3,28,5,57,21,58,11,25,14,80,90,10,74,,,,,,,,,,,,,,,,,,,,,,,89,33,,,,89,,,,,,,,,,,,,,,,,,,,43,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,45,33,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,33,,,,,34,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,45,,,33,,,,,,,,,33,,,,,,,,,,,89,,,,,,,,33,,,,33,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,33,,,,,21,,,,,,,,,,,,,,,,33,
user1703071315,9,78,83,94,82,14,95,67,96,73,10,56,64,3,25,48,6,78,66,7,20,77,97,0,49,19,60,87,38,15,53,87,54,81,1,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,77,78,56,,,,,,,,,,,,,,,15,,,,,,78,,,,,,,,,,,,,,,,,,97,,,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,,,,66,,,,,,,56,,82,,,,,,,,,,,,,,,,56,,,82,,,,,,,,,,,82,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,78,,,,78,,78,,,,82,,,,,,,,82,,,,,,,,,38,,,,,,,,,,,,,82,,,,,56,78,,,,9,,,,56,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,78,,9,,,,,,,,,,,,,,82,,,,,,,,,,,,,,82,83,,,,82,,,,,,56,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,,,95,,,,,,,,,,,,9,,,,,,,,,,,,,14,,,,,13,,78,97,,,,,,,,,,,,82,,78,,,,,,,,,,,,,,,,,,82,78,,,,,,,78,,
user2242442056,22,37,26,15,61,35,1,79,59,85,4,12,59,87,25,64,62,99,,,,,,,22,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,1,,,,,12,,,,,,,,,,,22,,,,,,22,,,,,22,22,,,,,,,,,,,,,,,,,,12,,,,,,,,12,,,,,,,,,1,,,21,22,,,,,,,,,,,,,,,22,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,26,,,,,,,,,,22,85,,,,,,,,,,,,,,,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,12,22,,,,,,,,,,,,,,22,,,,,,,,,,,22,,,,,,,26,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,12,,,,,,,26,22,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,22,,,,,,,,,,,,,22,,,4,22,,,22,,,,,22,,,,,23,22,,,,,,,,,,,,,23,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,22,,61,,22,,,22,,,,,,,,,,,,,,,1,,,,,,,,
user3537249494,26,9,87,51,66,92,47,43,25,33,34,11,48,93,6,77,3,65,17,31,31,24,49,74,47,45,21,3,45,13,93,,,,,,,,,,,49,,,43,,,,,,,,,,,47,,,,,26,,,,,,,,,,,,,52,,92,,,,,,45,,50,,26,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,51,,,25,,3,,,,,,26,,,,,,,,,,,,,,25,,47,,,,,,45,,,3,,,92,,,,,,45,,,,,,,,,,,,,,,,47,,49,,,,,,,,,,49,,,,,92,,,47,87,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,87,,26,,,49,,,,,,,,,,,,,,25,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,87,,,,47,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,66,,,,,,,,,,92,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,26,,,,,,,,,,,,25,,92,,,,,,,,93,,,87,,26,,,,,,,,,,,,,,,,,,,,,93,,,49,,,,,,,,,,,,45,17,,45,,,,,,,,,,,,,,,,,,,,,25,,,47,,,,,,,,,,25,,,,,,92,,,,,,,,,,25,,,,,,,,,,
user3651344056,9,4,100,69,37,43,88,79,87,90,57,56,27,89,16,46,46,24,,,,4,,,,,,,,,,,,,,,,,4,,,,,43,,,,57,90,5,,24,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,4,,,56,,,79,,,,,,,,,,,,,,,,,,,,4,,,90,,,,,9,,,,,,,,,,,,,57,,9,,,,,,,,90,,,,,,,,,,,4,,,,,,,57,,9,,,,,4,,,,4,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,89,,,,,,90,,9,,3,,,,,,,,,,,,,,90,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,90,,,,,4,,,,,,,,,,,,,,,,88,,,,43,,,,,,,,,4,,,89,,,,,,,,4,,,,,,,,,,,,,,,,,9,,,,43,,,,4,,,,,,,,,46,,90,,,,,,,56,,,,,,4,87,,,,,,,,,,,,,,90,,56,,,,,57,,,,,,,,,,,,,,,,57,,,24,,,,,,,,4,,,,,,,,,5,,,,,,,,,,,,,4,4,,,,,
user3201178264,4,67,35,80,87,46,68,5,61,65,97,10,62,70,72,13,65,34,92,87,70,18,76,57,,70,65,,,,,,,,,,,,,,,,,,80,,,,,,,,,80,,,,97,,,80,,,,,,,,68,,,,,,,,4,,,,35,65,,,,,67,,,,,,,,4,,,,,,,,,,4,,,,,,,70,,,,61,,,,35,4,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,4,,,,,,5,,,,,,,,,,,,,,,67,,,,,,80,,,65,,,,,,,,,80,,,,,,,,,,,,,,,,,,,97,,35,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,67,,,,,,,,,,,,,,,70,,,,,,,,,67,,,,,,,,,,,,,87,,,,,,80,,,65,,,,,70,13,,,,,,,,,,,,,,,,,,13,,,87,,,,,,,,,,,,,,81,,,,,,,80,,80,,,,,,,97,4,,,,,65,,,,,,,,,,,,,,80,,,,,,97,,,,,72,,,,,,,
user3197139783,17,1,59,35,58,54,62,69,19,86,46,,,,,17,,17,,,,46,,,,,,,,,,,,,,,,,17,,,,,,,,,17,17,,,,17,,,,,,,,,58,59,,,,,,46,,,17,,,59,,,46,,,,,35,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,19,,,,17,,,,,,,17,,,19,,,,,,,,59,,,,,,,,,,,,,17,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,17,,,17,,,,,17,,,,17,,,,19,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,17,,,,,,,,,,,17,,,17,,,,,,,,17,62,17,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,17,,,,,,17,,,,,,,17,,,,,17,,,,17,,,,,,17,,,46,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,17,19,,,,,,,,,,,,58,,,,,,,17,,,,,19,,,,,17,,,,,,,,59,,,,,,,58,,,,,,
user3700343747,1,0,2,27,0,16,17,23,49,42,83,3,59,39,26,63,65,35,86,20,1,13,3,58,61,87,94,28,95,45,64,78,64,,,,,,,35,,,,78,,17,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,23,,,,,,,,65,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,65,,,,,,,,,,23,,,39,,,,,,,,,,17,,,,,,65,,,,,,,,,,,,,,,,,,35,17,,39,,,,26,,,,,,,,,,,,,,,,,,,,,,,,35,,1,3,78,,,,,,,,,78,87,,,,,,,,,,,,,,,,,,,,,,42,,,,,,39,35,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,23,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,17,,3,,,,,,,,,,,,,,,,2,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,78,,,,23,,,,,,,,,1,,78,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,63,,78,,,,,,,,,,,,,,
