Q240,Q318,Q475,Q388,Q112,Q380,Q321,Q130,Q160,Q70,Q89,Q305,Q43,Q222,Q95,Q345,Q445,Q11,Q93,Q23,Q140,Q496,Q241,Q44,Q448,Q207,Q165,Q248,Q495,Q176,Q25,Q271,Q487,Q78,Q188,Q5,Q278,Q347,Q420,Q353,Q369,Q230,Q197,Q199,Q297,Q79,Q158,Q32,Q61,Q253,Q170,Q292,Q460,Q56,Q60,Q414,Q288,Q12,Q108,Q458,Q450,Q169,Q357,Q263,Q443,Q456,Q434,Q363,Q354,Q455,Q239,Q462,Q138,Q21,Q48,Q250,Q204,Q189,Q172,Q243,Q142,Q342,Q378,Q99,Q38,Q257,Q65,Q344,Q52,Q367,Q392,Q435,Q186,Q451,Q171,Q245,Q237,Q20,Q492,Q27,Q14,Q10,Q115,Q122,Q384,Q470,Q41,Q94,Q417,Q467,Q35,Q47,Q408,Q33,Q223,Q132,Q454,Q428,Q499,Q81,Q439,Q375,Q191,Q273,Q372,Q374,Q123,Q394,Q465,Q461,Q246,Q275,Q397,Q444,Q181,Q338,Q262,Q254,Q175,Q425,Q224,Q468,Q153,Q366,Q114,Q437,Q225,Q220,Q272,Q226,Q4,Q282,Q433,Q67,Q310,Q452,Q264,Q401,Q19,Q212,Q274,Q228,Q483,Q198,Q6,Q68,Q92,Q98,Q260,Q251,Q281,Q219,Q83,Q340,Q2,Q320,Q7,Q476,Q111,Q421,Q311,Q1,Q296,Q314,Q234,Q84,Q233,Q104,Q205,Q143,Q174,Q64,Q287,Q319,Q177,Q316,Q488,Q141,Q151,Q209,Q213,Q362,Q134,Q299,Q194,Q100,Q270,Q107,Q69,Q121,Q497,Q195,Q339,Q432,Q431,Q289,Q333,Q206,Q426,Q74,Q391,Q126,Q238,Q201,Q59,Q361,Q422,Q286,Q295,Q71,Q145,Q469,Q40,Q385,Q405,Q154,Q148,Q133,Q277,Q156,Q290,Q163,Q490,Q131,Q326,Q303,Q39,Q244,Q101,Q57,Q196,Q30,Q396,Q436,Q474,Q13,Q323,Q157,Q484,Q75,Q331,Q109,Q162,Q0,Q412,Q124,Q440,Q214,Q447,Q328,Q309,Q348,Q85,Q446,Q144,Q150,Q315,Q258,Q473,Q478,Q66,Q28,Q45,Q116,Q464,Q135,Q493,Q400,Q72,Q301,Q322,Q457,Q86,Q302,Q404,Q203,Q265,Q106,Q96,Q284,Q379,Q471,Q37,Q152,Q73,Q218,Q352,Q187,Q110,Q36,Q370,Q395,Q173,Q459,Q327,Q441,Q472,Q266,Q413,Q34,Q215,Q192,Q242,Q15,Q341,Q120,Q50,Q211,Q276,Q364,Q168,Q129,Q179,Q182,Q247,Q87,Q386,Q403,Q125,Q406,Q178,Q482,Q349,Q365,Q202,Q8,Q217,Q77,Q399,Q335,Q485,Q358,Q411,Q381,Q389,Q155,Q62,Q208,Q407,Q383,Q479,Q427,Q252,Q466,Q46,Q356,Q360,Q368,Q304,Q423,Q82,Q185,Q402,Q180,Q308,Q359,Q136,Q193,Q88,Q97,Q491,Q351,Q103,Q373,Q393,Q105,Q330,Q26,Q382,Q337,Q390,Q498,Q166,Q118,Q235,Q371,Q494,Q438,Q256,Q343,Q18,Q346,Q332,Q424,Q146,Q24,Q227,Q317,Q294,Q29,Q184,Q298,Q293,Q42,Q55,Q22,Q429,Q279,Q159,Q409,Q267,Q58,Q16,Q119,Q449,Q167,Q54,Q249,Q216,Q261,Q183,Q329,Q231,Q49,Q285,Q190,Q324,Q210,Q90,Q291,Q17,Q127,Q312,Q137,Q410,Q306,Q416,Q398,Q221,Q419,Q387,Q334,Q232,Q313,Q161,Q377,Q453,Q128,Q200,Q31,Q481,Q280,Q269,Q229,Q80,Q283,Q259,Q355,Q336,Q307,Q477,Q3,Q113,Q9,Q418,Q117,Q255,Q91,Q268,Q76,Q139,Q63,Q350,Q53,Q442,Q486,Q300,Q236,Q463,Q489,Q430,Q147,Q415,Q51,Q149,Q480,Q376,Q325,Q102,Q164
user2381371715,30,72,99,51,31,15,93,11,6,26,22,100,13,58,77,71,56,61,18,28,,,,,,,99,,,30,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,93,,,,,,,,,,,,,,,,,,,,,,,58,,30,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,99,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,93,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,,100,,,,,99,,,,,,,,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,93,,,,,,,,,,,,,,,,,15,,,,,,,,,30,,100,,,,99,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,99,,,,,,,,,,,,,
user1573479140,24,4,33,86,36,61,22,7,29,53,1,93,2,24,80,84,96,25,51,17,88,93,28,17,21,42,40,44,51,84,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,24,,,,,2,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user3867680969,31,96,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,97,,,96,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,96,,,96,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,96,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,96,,,,,,,,,96,,,,,,,,,31,,,,,,,,,,,,,,,0,96,,,,,,,,,,,,,,1,,,,96,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
user3522089883,15,21,100,46,81,32,97,29,18,83,61,49,32,,,,21,,,,,,,,,,,,,,,,,46,,32,,,,,,,,,,,,,,,,,,46,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,32,,,,,22,46,,,,,,,,,,,100,,,,46,,13,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,16,,,,,,,,21,,,,,,,,32,,,,,,,,,32,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,,,32,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,21,,,,46,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,46,,61,,,,32,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user3478304004,23,12,59,48,,,,22,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,23,,,,24,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,12,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,23,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,23,,,,,,,,23,,,,,,23,,,,,,,,,,,12,,,,,,,23,12,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,23,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,23,,,,
user4187823343,87,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,87,87,,,,,,,,,,,,,,,,,,,,,,,,
user128906913,94,4,72,70,33,75,0,71,39,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,93,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,70,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,
user2477777055,62,16,14,25,17,89,,14,,,,,,,,,,,,,62,,,14,,,,62,,62,,,,,62,14,,,,,14,,,62,,,,,,,,,,,,,,,,,,,,,,14,,14,,,,,,,,,62,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,62,,,62,,,,,,,,,,,,62,,,62,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,17,,62,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,62,,,,,62,,14,,,,,,,,,,,62,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,89,,,,,,61,,,,,,,,,,,,,62,,,14,62,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,62,,,,62,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,62,,,,,,,,,,,,,,
user3596685262,70,1,15,24,34,73,14,62,15,38,89,73,44,82,14,32,33,78,25,64,41,4,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,73,,,,,,,,,,2,,,,,,15,,,,,,,,,,,,,70,,44,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,73,,73,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,,,62,,,,,,,,,,,,,,,,73,,,64,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,44,,,62,,,,,,,,,,,,,62,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,
user3102664927,4,63,13,24,43,8,93,19,31,31,53,88,74,61,55,25,39,10,8,24,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,25,,,,,88,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,39,,,,,,,,,,,,,19,,,,,,,,,,,,19,,,,4,,,,,,,,19,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,19,,,,,,,4,,,,,,,,,,,,,39,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,13
user2149084772,61,12,45,58,12,23,21,90,61,56,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,12,,56,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,56,,,,,45,,,,,,,,,,,,,45,,,,,,,45,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,12,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,60,,,,,,,,11,,,,,,,,,,,,,,,,,,56,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,12,,,,,,,,,,,,,,,,,,,12,,,,,,90,,,,,,,,,,12,,,,,,,,,,,,,
user1367287966,10,54,67,53,70,,,,,,,,,,,,,66,70,,,,,,,,,,,,,,,,,,,,,,,10,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,67,,,54,,,,,,,,,,,,,53,54,,,,,,,54,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,54,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,54,,,,,,,,,,,,,54,,,,,,,,54,,70,,,,,54,,,,,,,,,,54,,70,,,,,,,,,54,,,,,,,,,70,,,,,,,,,,,,,,,,,,70,54,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,54,,,53,,,,53,,,,10,,,,,,,,,,,,,,,54,,,,,,,,54,,,,54,,,,,,
user2386721743,30,90,13,26,52,75,5,79,54,41,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,54,,,,,,,,,,,,,,,,,41,,5,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,31,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,41,,,,,41,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,,,,,,90,,,,,,5,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,26,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,
user802480761,14,6,16,66,47,39,25,25,87,9,36,62,49,19,23,22,22,22,52,38,56,87,87,27,69,10,62,47,67,94,66,55,40,11,40,91,99,78,93,,,87,,,,6,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,39,49,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,14,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,87,,6,,,,,,,91,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,5,,,,,,87,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,87,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,94,,,,,,,,,25,39,,,,,,,,,87,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,
user2706103596,81,98,30,89,97,66,68,28,34,95,45,21,45,41,46,96,24,30,45,99,90,87,20,55,61,27,64,91,4,6,,,,,,,,,81,,45,,,,,,,,81,,,,,81,,,,,99,,,,,,,,,,,45,,,,81,,,,,,,,,,,,30,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,45,,99,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,81,,,,,,,,,,,30,,,,,81,81,,,45,,,,,,,,,,,,,,,,81,,,,,81,,,,,,,,,,,,,,,,,99,,,81,,,,,,,,,,,,,,,,81,,,,,,,,,,,,66,81,,,,,,,,,,,81,,,,,82,,,,,,,,,,,,81,,34,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,99,45,,33,,,,,,,,,,45,,,,,,,,81,,,,,,,,66,,,81,34,,,,,,,,,34,,,,,45,,,81,,,,,,,,,,,,,81,,,,,81,,,81,,,,34,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,45,,,,,,,,,,
user2567027818,53,88,26,80,56,9,25,94,59,9,97,91,65,90,45,83,93,85,95,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,9,,,,,,,,,,,,,,,,,,,,,,,,,26,59,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,
user3227700567,10,20,17,0,46,37,42,35,23,89,8,1,44,3,22,63,,,,,17,,41,,,,,,,,,,,,,35,,,,,,,,,,,,,,0,,,,17,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,17,,,,,,,20,,,,,,,,,,,,,,,,,,17,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,10,,42,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,17,,,,,,16,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,17,10,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,10,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,10,,,,,,17,,10,,,,,,,,,,,,,,,17,,,22,,8,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,22,17,,,,,,,,,
user58191496,34,1,99,60,96,64,48,79,33,2,29,68,28,0,71,14,15,43,71,73,53,12,52,31,54,85,76,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,96,,,,,,,,,,,,,,,34,,71,,73,,,,,,,,,,,,,,,71,,,,,1,,,,,,,,,,,,,,,,,,,96,,,,,96,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,60,1,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,64,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,28,,,,,34,,,34,,,,,,,,,,,,,,,,,,,,,,,0,1,71,,,,,99,,,,,,,,,,,64,,,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,,,,34,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,0,,,,99,,,,,2,,,,,,,,,,,,,68,,,,,,,,,,,2,,,,,,,,,96,,,,,,,,,,,,,2,,,,,,,,,,,64,,,,,,,,,,,,,,,,,1,,,,,,,99,,,,,96,28,,,,,,,,,,,,,,
user2523014227,36,86,32,69,37,77,88,74,25,21,3,63,16,94,64,77,9,95,41,3,53,60,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,21,,,,21,,,,,,,,,,,,,,,,86,,,,,,,36,,,,37,,,,,,,,,,,,,36,,,,,,,9,,,,,21,,,,,,,,,,,,,,,,,,,,,36,,,,,36,,,,,,,,,,,,,,,21,,,,,,,36,,,,,,,88,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,86,,,,,,86,,,,,,,,,,,,,,,,,,,21,,,,86,,,,,,,87,,,,,,,,,,,,,,,,,36,,,,,37,,,,,,,,,,,,,,,,,,,,,,,16,,,21,,,,,,,,,21,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,32,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,86,,,,,,,,,,,,,,,60,,,,21,,,,,87,,,,,,,,,,,,,,,36,,,,,,,35,
user1410161941,10,74,48,44,62,70,33,82,21,81,16,,,,,,,,,74,,,,,,,,,,82,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,62,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,74,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,79,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,16,,,,,,,,,,82,,,,,,,,,,,,,,,44,,62,,82,,,
user2645895358,65,82,68,22,45,17,30,27,57,28,50,68,37,55,22,15,38,62,64,71,11,67,51,15,5,18,99,5,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,17,82,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,22,,,,,,,,,,,,,,,82,,,,,18,,,,,,,,,,,,,,,,,,62,,,,,,,,,,65,,,,,22,,,,,,,,,,,28,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,38,,,,,,,,,,,,28,,,,17,38,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,65,,,,,82,,,,5,,80,,,,,,28,,,,,,,,,18,,,,,57,,,,,,,,,,,,,,,,,,,,,,,17,,,,,62,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,57,,,,,,,,,,,,,,,18,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,17
