Q240,Q318,Q475,Q388,Q112,Q380,Q321,Q130,Q160,Q70,Q89,Q305,Q43,Q222,Q95,Q345,Q445,Q11,Q93,Q23,Q140,Q496,Q241,Q44,Q448,Q207,Q165,Q248,Q495,Q176,Q25,Q271,Q487,Q78,Q188,Q5,Q278,Q347,Q420,Q353,Q369,Q230,Q197,Q199,Q297,Q79,Q158,Q32,Q61,Q253,Q170,Q292,Q460,Q56,Q60,Q414,Q288,Q12,Q108,Q458,Q450,Q169,Q357,Q263,Q443,Q456,Q434,Q363,Q354,Q455,Q239,Q462,Q138,Q21,Q48,Q250,Q204,Q189,Q172,Q243,Q142,Q342,Q378,Q99,Q38,Q257,Q65,Q344,Q52,Q367,Q392,Q435,Q186,Q451,Q171,Q245,Q237,Q20,Q492,Q27,Q14,Q10,Q115,Q122,Q384,Q470,Q41,Q94,Q417,Q467,Q35,Q47,Q408,Q33,Q223,Q132,Q454,Q428,Q499,Q81,Q439,Q375,Q191,Q273,Q372,Q374,Q123,Q394,Q465,Q461,Q246,Q275,Q397,Q444,Q181,Q338,Q262,Q254,Q175,Q425,Q224,Q468,Q153,Q366,Q114,Q437,Q225,Q220,Q272,Q226,Q4,Q282,Q433,Q67,Q310,Q452,Q264,Q401,Q19,Q212,Q274,Q228,Q483,Q198,Q6,Q68,Q92,Q98,Q260,Q251,Q281,Q219,Q83,Q340,Q2,Q320,Q7,Q476,Q111,Q421,Q311,Q1,Q296,Q314,Q234,Q84,Q233,Q104,Q205,Q143,Q174,Q64,Q287,Q319,Q177,Q316,Q488,Q141,Q151,Q209,Q213,Q362,Q134,Q299,Q194,Q100,Q270,Q107,Q69,Q121,Q497,Q195,Q339,Q432,Q431,Q289,Q333,Q206,Q426,Q74,Q391,Q126,Q238,Q201,Q59,Q361,Q422,Q286,Q295,Q71,Q145,Q469,Q40,Q385,Q405,Q154,Q148,Q133,Q277,Q156,Q290,Q163,Q490,Q131,Q326,Q303,Q39,Q244,Q101,Q57,Q196,Q30,Q396,Q436,Q474,Q13,Q323,Q157,Q484,Q75,Q331,Q109,Q162,Q0,Q412,Q124,Q440,Q214,Q447,Q328,Q309,Q348,Q85,Q446,Q144,Q150,Q315,Q258,Q473,Q478,Q66,Q28,Q45,Q116,Q464,Q135,Q493,Q400,Q72,Q301,Q322,Q457,Q86,Q302,Q404,Q203,Q265,Q106,Q96,Q284,Q379,Q471,Q37,Q152,Q73,Q218,Q352,Q187,Q110,Q36,Q370,Q395,Q173,Q459,Q327,Q441,Q472,Q266,Q413,Q34,Q215,Q192,Q242,Q15,Q341,Q120,Q50,Q211,Q276,Q364,Q168,Q129,Q179,Q182,Q247,Q87,Q386,Q403,Q125,Q406,Q178,Q482,Q349,Q365,Q202,Q8,Q217,Q77,Q399,Q335,Q485,Q358,Q411,Q381,Q389,Q155,Q62,Q208,Q407,Q383,Q479,Q427,Q252,Q466,Q46,Q356,Q360,Q368,Q304,Q423,Q82,Q185,Q402,Q180,Q308,Q359,Q136,Q193,Q88,Q97,Q491,Q351,Q103,Q373,Q393,Q105,Q330,Q26,Q382,Q337,Q390,Q498,Q166,Q118,Q235,Q371,Q494,Q438,Q256,Q343,Q18,Q346,Q332,Q424,Q146,Q24,Q227,Q317,Q294,Q29,Q184,Q298,Q293,Q42,Q55,Q22,Q429,Q279,Q159,Q409,Q267,Q58,Q16,Q119,Q449,Q167,Q54,Q249,Q216,Q261,Q183,Q329,Q231,Q49,Q285,Q190,Q324,Q210,Q90,Q291,Q17,Q127,Q312,Q137,Q410,Q306,Q416,Q398,Q221,Q419,Q387,Q334,Q232,Q313,Q161,Q377,Q453,Q128,Q200,Q31,Q481,Q280,Q269,Q229,Q80,Q283,Q259,Q355,Q336,Q307,Q477,Q3,Q113,Q9,Q418,Q117,Q255,Q91,Q268,Q76,Q139,Q63,Q350,Q53,Q442,Q486,Q300,Q236,Q463,Q489,Q430,Q147,Q415,Q51,Q149,Q480,Q376,Q325,Q102,Q164
user2499108537,1,48,75,52,22,10,19,12,39,24,29,68,57,53,36,25,96,71,99,59,58,21,10,24,0,40,96,48,72,80,64,99,26,74,0,66,78,58,58,0,24,,,,,,,,,,,,,,,39,,72,,,,,,,,,,,,,39,52,,,,,,,,52,,26,,39,,,,48,10,,,,,,48,,,,,1,,,,,48,,,0,21,,,,,,,,,,,,,1,74,,,1,52,,,,,,1,1,,48,80,,,,,,1,22,,,,,,,,,,,,,,,,,,,,1,48,,,,,,,,,,,,,,,,,,,,,,,40,48,,,,,1,,,58,,,,48,,,,21,,,,,,,,,,72,,48,,,,,,,39,1,,,,,,48,,,,,,66,,,,,40,72,,,,1,1,,,,,,,0,,,,,,,,,,21,22,,,,,,,10,,,,,,,,,,,,,,,,1,,48,,,,,,,,,,,,,99,,,,1,,,,,,,,,,,,,12,,,10,1,,,,,,,40,,,0,,,1,,,,,,,,,80,1,,,71,,,,,,,10,1,10,,,,10,,,,,71,,39,58,,,,1,,58,,,,,,52,,52,,,,,,,,,,,,,,,,48,,39,,,,,,,,,,,,,,,,,,,,,40,,,,,52,1,,68,,,10,,,,58,,1,58,,1,,,,,12,,,,,48,,,,,,,,,,66,,,,58,,,,12,,,,1,,,1,40,,,,,1,52,,,40,,66,1,,,,,,,
user2725178529,44,20,33,49,48,75,68,20,7,60,38,94,78,30,38,6,81,49,91,27,97,73,20,5,82,54,73,6,13,40,67,99,13,81,78,5,38,37,81,29,20,1,3,4,13,52,1,57,70,49,78,62,98,44,54,29,,,,,57,,,,,,,4,,,20,,,,,,,44,,,,,,,,20,,,,,75,49,,,,20,49,,,,,,,75,,,81,,,,20,,,,,,98,,,,,,,,,,20,,,49,,,20,,44,,44,,,75,,,,,49,,78,,,,,13,,,,20,,,,6,38,,94,,,,,,75,,,,,,,,20,,,,,,94,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,3,20,49,,,,,,,,,,,,,75,,,,,,,,,,44,,,,,,,,,,,,,,75,,,20,,,48,,,,78,,20,,,,,,,,81,,,,,,,,,,,,,,,,,,68,,49,,,,,,94,,,,,,,,,,,,,,,,49,,,,75,,,75,,,,,,,,,4,,20,,49,,6,,,,,,,,75,94,,,,20,73,,20,,,,,5,,73,44,,,81,,,,,,94,81,,,,,,,,20,,,48,,,,,,,,,,98,,,,,,20,,,98,68,,,94,,,20,,52,20,,,,75,,,,,,,,20,,,,,,,,,,,,,,48,49,,,,78,,,,,,,75,,,,,,,,,,,,20,,,49,,,49,49,,,,,,94,,27,,20,20,,49,,,,,,,,54
user1545833792,12,25,79,59,4,21,62,33,15,19,34,100,1,0,25,33,27,19,75,94,11,99,34,82,98,7,11,58,24,16,73,36,51,88,44,70,72,28,86,60,74,24,100,66,32,74,59,21,12,39,67,38,4,62,42,99,28,,,,79,33,12,,,,,,1,,,,,,,79,,,,,88,,,79,,,,,,12,,,62,,,,12,,,,62,,,,,,79,33,,74,,,,,62,,,51,,27,,,,12,,,12,62,,100,,,,,100,,,,,,,,,,,,,,,,,,,,12,,,,75,79,,79,,16,,,,62,,,,,,,,,,,,,,12,79,,,19,,12,,,,,,,,12,12,34,,,,13,12,,,,,,12,,,,,,79,,,,,79,,,,21,,12,,,,,,,,,,,,,12,,19,,,,75,,,,62,,,,,27,12,12,21,,,,,12,,,,,,,,,,,,,100,,,,,,,12,,12,79,,19,,,,,79,,88,,,94,,33,21,,,,79,,,,,,,,74,,,,,,,60,,,,,,,,,51,1,,,12,79,,,,,79,,,,,,,,,,,,73,,,,,,,,,4,,75,33,12,,,,62,,,,,51,,33,,,,,4,,,,33,,,79,12,,,,,,,,100,12,34,,12,,,,74,,,,,,,4,,,,12,12,,,75,,,,,,,79,,80,,,,73,,25,,,62,,,,,,12,,,,12,,,,,,,,,,12,,74,,21,79,,,,100,27,,12,,,79,,,12,,,,,,,12,,,12,,12,,,,,79,,,,,,,,,
user235465868,30,55,31,21,47,9,55,72,45,50,81,8,84,74,28,58,38,77,9,25,3,66,45,93,46,90,24,18,12,37,55,23,32,29,21,1,14,13,95,93,52,24,17,77,7,18,23,10,84,5,26,1,19,70,,,,,,,,12,,21,,,1,74,,,,,,,1,,,,,,,,,,,18,,,46,,,,31,,,,,,,,,,31,,,55,,,,,,31,30,77,31,,,,31,,,,,,,,72,,31,,,,,,9,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,30,,,,,31,,,30,,,,,,,21,,,,,70,,5,,,,,,1,30,,55,,,,,31,30,31,,31,,,,,,,,,,,,,,,,,,,,50,21,95,74,,84,,,,,,,,,,55,,1,,,,,,31,,,,,,,,,,9,,,,,,,,9,,,,,,,,66,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,21,,,31,12,,,,,,,,,31,,12,,,,,,21,,70,30,,,,,,,21,,,9,,9,,31,30,,,,,18,29,,,,,9,5,,,,,,,,,,12,,,,,,,5,,,31,,1,31,,,,,,,,,12,,,47,29,,30,,,18,30,,,,,,,,,,,,,9,,,,,,26,,,10,55,,,9,,,,,,,,30,18,,,,,95,,,,,,21,9,,31,9,,,,,9,,,18,,,,,,30,30,,31,,,90,,,13,18,,,21,
user4177537619,40,13,45,87,19,94,74,71,29,32,23,54,4,77,59,58,35,89,85,45,71,82,93,29,57,56,42,38,91,46,74,58,70,14,20,68,27,1,25,41,13,96,53,3,38,87,48,36,7,36,97,74,12,75,40,46,31,93,38,90,72,31,35,22,48,,,40,,,19,,,,54,,,,,,,,,,,68,,,,14,,,,7,,29,,,,,40,,40,,,,,46,,3,,68,40,,,,68,,40,,,94,,,,3,,45,,,,,48,,,40,,,59,,,,77,20,,,,45,77,40,45,,,,,,,,,,,,,,,,,23,,,,,,,19,,,,,19,,,,,,22,,45,40,,,,,,,7,,45,,,,,,,,,,,45,,,46,,,,,,,87,45,,,,,,,,,,,36,,,46,,40,45,,,,56,45,,,,,,,,,,,,39,,,,,,,46,,,13,,,,74,,,,,,3,,,,,,,,,,,45,41,,94,,,68,,45,,,,41,,45,,39,,,,,,,,94,71,,,,,,,,,,40,,,45,,,,,,,,,,41,54,,,,,,,,19,,,40,,,,71,77,,,,,,45,,,,,,,,,,,,,,,,19,,7,68,,,,,,56,,,46,,,,,,,,41,,,,,,,,,,,,,,45,,45,,,,94,,,,,,,74,,45,,,,,,,,,,40,46,,40,14,,,32,93,,,46,,,87,19,,,56,,,40,87,,68,,,,,,,40,,,,,40,40,,,45,,42,,,,,,,14,,,14,,,,,,,19,,,,,40,,45,,,
user3889003017,94,43,3,33,94,81,98,5,4,53,74,77,69,59,33,51,13,7,78,23,56,32,80,98,57,48,99,58,96,25,99,36,11,6,62,63,,,3,,63,,98,,94,,,,94,,,,,,,,,,,,94,,,43,,,,,,,94,,,,,,3,,,98,,,3,,,,3,,,,53,94,,,,,,,63,4,,,,,,,,,,3,,,,,,,,,,,,,,,,,80,,,,,,59,,,3,,,11,,,,,,,,,59,,,,,3,,3,,,,,,,,,,3,,94,,,,,,,,,33,,43,,,,,,,,,,,,,,3,,59,,3,,,,,,,,3,,94,,,,,,,33,98,,,,,,3,94,3,,,99,,,,80,,,,48,,,,,,,,,,,,33,,,43,3,,3,,,,,,,,,94,,,,,,33,,,,3,,,3,,,,,,,,,,13,,11,,,,,,,,99,,,,,,,,,,,94,3,,,3,,,3,,,,,81,,,,,43,94,,,,,3,,,,77,,,43,,3,,,,,,43,,,3,,,,,,,,,,,,,3,,99,98,,3,,43,,,,,,,,,,,,,3,7,,,,,,3,43,,,3,,43,3,,,,,94,,,,,33,,,,,,94,,,,,,,,,,,,,,7,,,,,,3,,,,,,,,,,,,,,,,80,,,3,,,,,,,3,,,,,,,,,,,,3,,94,,,,,,,,,43,,94,,94,,43,,,,,,,,,,,,7,,,,,
user3778699045,57,60,56,66,73,30,62,24,32,43,63,55,65,33,61,97,32,7,73,62,52,62,21,92,75,39,51,29,97,96,30,0,33,15,35,77,83,16,12,63,1,43,47,0,34,85,31,36,92,86,61,60,62,79,82,99,64,,,,,,,,,,,,,,,,,,,,57,85,,,,,62,,,,30,,,58,30,,57,,,30,,,,,,,,,60,,,,,,,,,,,57,,,,,85,,,16,,,30,,,,,,62,,,57,,,0,,57,57,,,,,,,,85,,,,,,,,,,,,,,,,30,,,,,62,,,,,,60,,,,57,97,,,,,,,,,,,,,,,,62,,60,,,,,,62,,,,,,,,,,,,57,62,,,,,58,,57,,,,,,,,15,,,,,,60,,,,,,,62,,,,,60,,,,,32,,,,,,,57,,,,85,,,,,,62,,,,33,,,,,,30,,,62,,16,,52,,97,16,,,60,,,,,,,,,83,,,,,,,,57,,,,60,,,,,35,30,,,,,,,,,,,62,,96,,62,30,,,,,,,,,,,62,,,,,,57,,,,,,,57,,,82,57,,57,,,,,,52,,57,,,,,,,,57,,16,,,62,,,,,,,,,,,,57,,,,60,,,,,62,,,,,,,,,,57,,,,,,,,,,57,,,,,,,,,,,,,,,57,,32,,62,,,15,,,,,30,,,,,60,,,,,57,,,,,83,,,,,35,,,57,,57,,,,57,,57,,,,,,62,,,,
user3787460891,19,88,27,47,75,77,94,12,54,83,93,73,47,65,88,89,71,43,84,52,37,53,20,13,14,79,48,75,47,73,83,34,26,1,77,59,24,97,6,44,68,69,5,28,44,50,40,65,66,21,84,59,18,3,77,4,,,,,,,,47,,,,,27,,26,,,,88,53,,,88,53,,88,,,,,88,,66,,27,,88,,27,,,,,,,,,75,88,,,77,,,88,,,43,,,27,27,,,77,,,47,,,89,,,88,,,,19,,,,,,,65,,,,18,88,,88,,,,,,,,,,,,,,,,,20,,,,,,,13,20,,,,,,,,88,,,,,,,13,,47,,,,,20,,,,89,,,77,,,27,,,,,,,,,,,94,,89,,,,,88,27,,,,,,,,,,,,66,,,,,,27,,,88,,,,,65,,,,,,,13,,,,88,,,,,,28,,,,47,,,,,88,,,27,19,,,,,,88,24,,77,,,27,,20,,,,,,88,5,,,,,,,88,,,,27,,71,,53,,,,,,,,,,,77,,,52,,,,,,,,77,,77,,,88,,,,,,,,27,,,77,89,,,,,,47,,,,,,88,,19,,,,,,,27,,3,88,,,88,88,,,89,,,,,19,,,,,,,,,,,73,77,,59,,,13,88,19,,,53,,,,,,,,,,26,,,,,27,,93,,,,65,94,,,,47,5,,,,,,88,53,,65,,,,,,,,,,,,,,,,88,,,,19,,,27,,,66,,,88,,,,,,,,,89,,,,,,77,68,,44,,,,
user3983844083,87,41,80,31,54,42,13,24,83,43,80,99,94,53,22,90,35,96,26,68,4,6,47,69,30,43,36,100,2,56,56,64,26,84,46,76,43,79,67,62,10,32,30,83,82,65,5,40,91,26,83,64,76,41,,,,35,,87,,,,,,,,,,,,,,,35,,,,87,,,,,,,,,,,,,,,,,,,,36,,31,,,,99,,,,6,,,,,,87,,,31,4,,,,,,,,,,,,,,,,,,31,,87,43,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,4,,,,,84,,,,,87,,84,,,,87,,,31,,,,31,,,,,,,43,31,,87,,,,,,87,,,,,,,,,,,,,87,24,87,,96,,,,,,,32,,,100,84,,,87,41,,,,,,,53,,,,,,,,,,,87,4,31,,31,87,,,,,,,,,4,,,,31,,,,,26,,,,,,,,31,,,,32,,,24,40,,,,,,,,87,,,,,,,,,,,,,,87,,32,,,,,,43,,86,,,43,,87,,32,,,,31,,,87,,,,,,,64,,,,87,87,,,87,87,,,,,,,,,99,30,36,,30,,,,,,,87,22,32,62,,22,,,87,,,,,,,,,,,,26,,31,,,87,62,24,87,87,35,,,,,,40,,30,,,,87,,,,,,87,,,,,,,,22,,,,,,,,,,,,42,,,,,,87,,96,,,,,62,,,,,,,96,,,,,53,30,87,,,,,88,,31,
user3555223416,46,85,85,23,22,35,22,38,78,57,27,80,11,79,27,66,19,20,100,29,59,94,85,78,91,85,60,57,64,89,57,11,7,11,29,7,12,7,85,61,85,74,44,37,69,31,31,80,67,5,13,27,,,,22,,,,,,46,46,,,,,,,,,46,57,22,,,78,,57,,,,85,,,,,,,,,46,,46,,,57,,,,,,,,,,,,,,,,,,22,,,,,,11,,,,,,,,,22,,,,,22,,80,,,,22,,,,,,,79,,22,,,,,,,,,27,,,,11,46,,78,,,46,,,,,,46,,,46,,,,46,13,,,,,,46,,,,,78,57,,46,,,,46,,,,7,27,,46,,,,,46,57,,,,,46,,,,,19,,,,,,,22,46,,,,,,,,22,,,46,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,46,,,,46,,,,,,,,,,,,,,,,,,13,46,,,,79,,,,,,,,,,,,,,46,,78,46,,,,,85,,,,13,22,,31,,29,,,,,57,,,22,,,,,78,,,,,22,22,,,,,,,,,,,,46,,,,,,57,,46,,,79,,,,,,,,,,,,,,,,,,,,38,,,,,,,11,,,,,,94,,,,,13,31,,,46,,,,,,78,,,,22,,13,,,,,,,,,,78,,,,,46,,,,,,,,,,,85,,,,,,,,,,,,,,,,13,,,46,,19,,57,,,,22,,,,,,,20,22
user1235995873,1,4,64,54,21,50,15,73,43,13,65,43,87,97,64,1,17,42,94,7,14,3,77,77,93,40,1,77,38,18,96,77,52,21,78,46,3,57,87,53,83,8,,,,1,,1,,,,,1,,,87,,,,,,,,,64,,1,,,,,,,,,,,,1,,,,78,,,,,4,,,,,,1,1,,,,,,,,40,1,,4,1,,,,,53,,64,1,87,,,1,65,,,,,,,,,,,42,4,,,,,,,,4,,87,96,,,,,,,4,,,,,,,,1,,,,87,18,,,,,,,,,,87,,87,,,,,,,,,,21,,42,,,,,,,,8,,,,,1,,,,,,,,1,4,38,,4,,,,,,,,1,,,,,,87,1,,,,,,,,,,,,,,78,,77,,,1,,,,50,,,,,,4,,,77,,,,,53,,,,1,1,1,,,,,,,,1,1,1,,,,,,,1,,,,,,78,1,,,,,,,,,,,,,,,,,,50,52,,1,4,,,,,,64,,,,,87,,,,,,,,77,,,,,,,,,,,,,,,42,,4,,,,,,77,,,,18,,,,,,,87,1,,,,,,,3,,,,,,,1,,52,,,,,,,,,,,,,1,,,,43,,,1,52,,1,,,,,,,,,1,,,1,,,,,,,,,64,,,15,,,,,,1,,,,,,,,,,,4,,,,,,,1,1,1,,52,,,,,,46,,,,,,,64,,,,,1,,,,38,,,,,,52,,,,42,,,,,,52,
user3703043628,95,44,55,21,92,2,70,95,45,57,74,16,70,36,73,37,29,79,69,41,67,37,17,98,60,43,72,56,62,46,36,68,43,95,63,18,6,7,27,50,84,30,59,55,,16,95,,,95,,,55,,,95,,,,,,,95,,95,92,,,,,,,,,,,,63,95,,95,,,,,,,,73,,,,,,,,95,,,,,,,95,,,,,,95,,,92,43,,,,,,,95,,,,,37,,,95,,,,,55,,,,,95,,,95,,,,,,,,,95,,95,,37,95,,,,,,,,95,2,,,95,37,,,,,,60,,2,,,,,,,57,,,,,,,,95,,,,,,95,,,,,,,,,,,92,,,,,46,,,95,92,,,,,,,,72,,,,,,,,,,95,,95,,,,,,,,55,,,,,,,,,,,,92,95,,,,,,,,,95,55,,43,,,,37,55,,,,,,,92,,,,,,,,,,,,,,,95,,,37,,92,,,,92,,63,,37,,,,,41,95,,,,,,,,,,95,,,,,,,,,,,95,,,,,36,,,,,,,,,37,,,,,69,,,,2,95,,57,92,,,,,,,,,55,,,,73,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,37,,55,,,,,,95,,,,,,,,57,,37,,,,92,57,,,,92,,,,,,,,,43,69,,,95,,,,,,95,,,,2,,,,,,,,,,,69,,55,,55,,96,,,,,,,,,95,,,
user1254469667,13,15,42,70,57,73,85,49,69,34,100,74,3,23,84,6,76,50,40,99,68,68,81,67,100,91,26,16,48,93,34,81,90,12,67,87,67,63,76,89,46,17,13,0,42,88,26,80,22,,,,,,,,,,,,48,73,,,,,,,,,,,,13,49,,,,13,,,76,13,,,76,49,76,,,,,,,67,,,,,,,,76,,,,,,,,,,,,70,,,,,,,57,,,,,13,,,67,,,,,13,,73,70,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,57,,,,,,,,,,76,,3,70,,,67,84,,,,57,,,84,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,49,40,,,74,,,,,,84,,,,,,,,,13,,67,,,,,,,,,70,,,13,,,,70,,,,,,,13,,84,26,,,,,,,84,,13,,,,,,,,,,,,84,13,,,,,,,,,,,,,,,,,,13,,,,,,,84,,,,73,,49,,,67,49,,,,70,,,,,,,42,,,,,,,57,,76,,,,13,,84,,57,,49,,,,,,,,,,93,,,,,,,0,13,,,,,,,,,,,,,,70,,,,,,,,,,13,,,,,,,,,,,,,76,,,,,,,67,13,,,,,,,,,,,,49,,,,,,,14,84,,84,,,,,,,,,,91,76,,,,13,,,13,,,70,,,,,,48,,,,,,,,,,,,,,,,,,,
user1821226735,83,57,4,64,44,61,6,69,80,9,5,13,7,74,35,58,20,33,98,31,2,23,42,73,0,85,13,100,37,78,63,37,23,16,87,90,83,4,92,4,93,36,16,73,62,91,34,56,40,17,57,50,25,30,79,6,26,20,12,,,78,,42,,83,,,34,,,83,,,0,,,,,,,61,,6,61,,,,,,,0,,,,,57,,,,,,,,57,,0,,,33,,,34,,57,,,,,,,,,,,,57,,,,,,57,,,61,57,,0,,,,57,,,,,57,,,,,,,57,,34,,,,,,,,57,,,,57,7,,,,,,,,,,,,,,,42,,61,4,,,7,26,,,57,,58,,42,,,,7,61,,,,,,4,,25,61,,57,,,,,,,,,,,,,,,33,,,6,,,,,,,35,,,,,,,,,,,,,42,,,,,,57,,31,,,,4,,,,,,,,,,,,,,,,,,57,,,,34,,,,,42,,83,,,,,,,61,,35,,,,,,0,,,,,,62,,57,,,,,,57,,,,,,,,61,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,42,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,35,,,,,42,,34,,,,,,,,,,,57,,,42,74,,,,,,57,,83,,,,,,,78,42,,,,,,,,,,,,,0,,,,57,,,73,23,57,57,,,,,42,,,,,,,,,,,,,4,,,,,57,,,26,,42,,,57,,,,,4,,,,,,,
user3603597839,37,82,50,11,3,62,62,0,14,86,55,71,87,59,61,29,38,31,29,5,17,68,98,98,19,80,28,70,67,92,13,89,35,76,71,85,89,43,97,39,56,81,98,7,81,80,38,67,10,37,7,36,14,45,31,29,48,24,13,,,,,,,37,,,,,,,,,,,,,,86,,,,98,,,,,,,,,,,62,35,,,,,3,,,,,,31,,,,,,,,98,,31,,98,76,,3,,,,,,,,,39,,39,,,,37,37,,,,37,,,,,61,,,,37,,37,,98,,,,,,,,,,,,14,,,3,,,,,87,,3,14,,,,37,,,,,37,,,,98,,,,,37,3,,37,,14,,14,31,,,,,71,,,,,86,,,,,,,,,,86,98,,86,,,,,98,28,,14,,38,67,,,,,7,,,,37,,37,,,,98,,,,14,,5,,,,48,3,,,87,,,,,,,,,,,,,,,,48,87,,,14,,,3,87,13,,,,81,,,,,,,86,,,,,,,37,87,,14,87,,,87,,,,62,37,,62,,,,,37,,86,,,,,,,,87,,37,,,98,,,,,37,,,,,,87,3,37,,,,,37,,,,,,98,,,,,,,,,,,,,,37,,,71,,,37,14,,,,,,,,,,,,,37,,,,,31,37,,,,,,,98,,,,,98,,,,,,,,,3,,,3,,98,,,98,,86,,,,,,,,,,,,,,,7,,,,97,,86,,,,98,,,35,,,,48,,,,14,3,,98,,98,3,,,,,,,37,,,,,,,,,,,,
user263337178,31,70,51,90,55,18,50,65,43,63,98,74,58,73,16,81,59,20,13,27,68,42,100,38,100,66,10,54,11,12,67,52,20,81,73,3,69,44,87,27,76,19,83,17,68,48,82,58,49,29,49,95,2,69,75,18,26,59,53,91,,,,,59,,,,,76,,2,,31,,,,,,31,,59,31,95,,73,,59,51,,,,,,,,,,73,,31,73,52,,68,,,59,,3,,,,,,,,,,,,,,,,65,20,73,,,31,,74,,31,,,,,17,59,51,,,,,,,,,,,,,,,29,73,,95,,,,,,44,,,,,,,,,,27,,,,,29,,,,,,,,,,,,,,73,31,,,,,,,,,16,,,38,31,,31,,,,,,,,,,68,20,65,31,31,,,,,,82,,,,,91,,,3,51,,,,73,,,31,,,,,,,,,,31,,73,20,,31,,,,50,,,,,,31,,,,,51,,,65,,,,65,,,74,29,,,,,,,,,,,,52,,,,,,31,,,31,31,,,,20,73,,59,,,,,95,,,42,,2,,,98,,,,,,31,,,31,,,,,38,,,,95,,65,82,59,,,,20,,,,,,,65,,,,,,19,,,,,,,,,,20,,,,,51,,,31,,,,73,48,,,,65,,,50,,,,,,,,,20,,,,,,,,51,,,,,,,,,,55,20,,31,,,51,,,,51,,49,,,,,,31,,,,49,,,,73,16,,,,,,,95,,54,,31,,73,,,,,,,,,,73,51,,,,,,73,,,51,,,,20,,,59,,,,,,,
user2344964174,38,14,13,82,8,2,82,1,7,78,93,13,10,78,79,54,90,96,67,78,29,61,20,100,67,97,74,16,88,99,62,62,69,37,42,58,75,28,13,42,95,82,76,47,48,20,31,20,8,60,67,80,23,88,14,78,,,,,14,37,,78,,14,,,78,,,,14,,13,,,,,,,,,,,,,,,,54,54,,14,,,,37,,38,,,,78,,,,,,80,38,14,13,,,,,29,,,,,,,93,,,,,13,48,,78,,,,80,,,82,69,,78,,38,78,,,,,,,,79,,78,,,,76,14,,,38,,,78,,,,,,,,14,,14,78,88,,,,,,,,,38,,,14,,,,,,67,,,,,,,,,,,14,,,,,,,,20,,,78,,,,,,,14,,78,,,,48,,,,,,,,,,,,,,,,,,13,,,38,,14,,,48,14,,,,78,,,,,,,,,,16,78,,,,,,,,,,,78,,96,,,38,,,,,,,,69,88,78,,,,,,,,78,,,,,82,,,,13,,,,,,,14,,,54,69,,,,,,16,54,,,,37,,,,,,,,,,,,,,,,14,14,38,,,,29,,88,,,14,,,,,78,,,,,,,,,78,,,,79,,13,,,15,,,,,,,29,,,,,,,,48,,,,,,,14,,,82,,,,67,,,,14,,,,,,,,,,54,,,,,,,,,,,38,,,82,,,,14,,,48,,,14,,,,14,14,,,,,,,,,,,,37,78,13,82,,78,,88,,,,38,79,,,29,14,,,,,,14,,,,82,82
user3164929064,56,91,76,11,86,42,57,74,96,94,56,6,57,13,36,70,18,35,6,36,78,72,51,27,62,65,60,97,50,53,71,56,6,90,69,85,62,96,29,77,61,9,7,61,92,22,54,43,98,65,50,44,93,19,33,93,66,66,49,13,84,73,82,64,58,10,12,72,,,,,,76,,,,91,,,93,,,,18,,,,,,96,,6,,,,,56,,,,,76,56,76,,,97,,,,,,,56,,,,,,,,56,,,,43,,,,76,,,78,,,76,,,56,,,56,56,,77,,,,,56,,,,,,,,,56,,,,76,,76,35,56,,,,,,,,,62,,,,,,,,97,,,,,,36,,,,56,,,,,,94,62,,,,,,,,,18,,,74,,,,,,72,56,,91,,,,,76,,,,,,,,22,,,62,,,96,,,96,56,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,18,44,,,56,,,,56,,,,,,76,,,,,,,11,,,,,,76,,,,76,,,,96,,,,,,,,22,,,,,56,,,,,,,,,,,,76,,56,,18,,,,94,,,6,,56,,,,,97,,,,,76,,,,,,,,,35,57,,,,,,,76,,,,,,,,,,,,,,,,,71,,,,76,,,56,,,,,94,,,,,,,,97,,97,,22,,,60,,,,56,,,,76,6,,,,,,,,,,,,,,,56,,,,6,,,,,,,,56,,,,76,,,,,,,,,,62,,,,,,,,,6,,,74,,56,,76,,,56,56,,,,,56,56,
